SYMBOL,COMPANY NAME,SERIES,PURPOSE,FACE VALUE,EX-DATE,RECORD DATE,BOOK CLOSURE START DATE,BOOK CLOSURE END DATE
DHANI,Dhani Services Limited,EQ, Annual General Meeting,2,28-Aug-15,-,01-Sep-15,07-Sep-15
IMAGICAA,Imagicaaworld Entertainment Limited,EQ, Annual General Meeting,10,28-Aug-15,-,01-Sep-15,07-Sep-15
EUROTEXIND,Eurotex Industries and Exports Limited,EQ, Annual General Meeting,10,28-Aug-15,-,01-Sep-15,12-Sep-15
PRSMJOHNSN,Prism Johnson Limited,EQ,Annual General Meeting,10,28-Aug-15,-,01-Sep-15,08-Sep-15
KAMATHOTEL,Kamat Hotels (I) Limited,EQ, Annual General Meeting,10,28-Aug-15,-,01-Sep-15,12-Sep-15
SRF,SRF Limited,EQ, Interim Dividend - Rs 5/- Per Share,10,28-Aug-15,31-Aug-15,-,-
CHENNPETRO,Chennai Petroleum Corporation Limited,EQ, Annual General Meeting,10,28-Aug-15,-,01-Sep-15,07-Sep-15
ASHOKA,Ashoka Buildcon Limited,EQ, Annual General Meeting/ Dividend - Re 0.70/- Per Share,5,28-Aug-15,-,01-Sep-15,09-Sep-15
BPCL,Bharat Petroleum Corporation Limited,EQ,Annual General Meeting/ Dividend - Rs 22.50/- Per Share,10,28-Aug-15,-,01-Sep-15,09-Sep-15
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,EQ, Dividend - Rs 1.90/- Per Share,10,28-Aug-15,-,01-Sep-15,03-Sep-15
DELTAMAGNT,Delta Manufacturing Limited,EQ, Annual General Meeting,10,28-Aug-15,-,01-Sep-15,07-Sep-15
CENTEXT,Century Extrusions Limited,EQ, Annual General Meeting,1,28-Aug-15,-,01-Sep-15,07-Sep-15
SHIVAMAUTO,Shivam Autotech Limited,EQ, Annual General Meeting/ Dividend -  Rs 1.20/- Per Share,2,31-Aug-15,-,02-Sep-15,09-Sep-15
TFL,Transwarranty Finance Limited,EQ,Annual General Meeting (Book Closure Date Revised),10,31-Aug-15,-,02-Sep-15,10-Sep-15
ISFT,Intrasoft Technologies Limited,EQ, Annual General Meeting/ Dividend - Re 1/- Per Share,10,31-Aug-15,-,02-Sep-15,08-Sep-15
GSFC,Gujarat State Fertilizers & Chemicals Limited,EQ, Annual General Meeting/ Dividend -  Rs 2.20/- Per Share,2,31-Aug-15,-,02-Sep-15,16-Sep-15
ONMOBILE,OnMobile Global Limited,EQ, Annual General Meeting/Dividend -  Rs 1.50 Per Share,10,31-Aug-15,-,02-Sep-15,08-Sep-15
EMAMIREAL,Emami Realty Limited,EQ, Annual General Meeting,2,01-Sep-15,-,03-Sep-15,09-Sep-15
GARDENSILK,Garden Silk Mills Limited,EQ,Annual General Meeting,10,01-Sep-15,-,03-Sep-15,09-Sep-15
CTE,Cambridge Technology Enterprises Limited,EQ, Annual General Meeting,10,01-Sep-15,-,03-Sep-15,07-Sep-15
ZANDUREALT,Zandu Realty Limited,EQ, Annual General Meeting,100,01-Sep-15,-,03-Sep-15,09-Sep-15
HBSTOCK,HB Stockholdings Limited,EQ, Annual General Meeting,10,01-Sep-15,-,03-Sep-15,09-Sep-15
TBZ,Tribhovandas Bhimji Zaveri Limited,EQ, Annual General Meeting/ Dividend -  Re 1/- Per Share,10,01-Sep-15,-,03-Sep-15,09-Sep-15
LT,Larsen & Toubro Limited,EQ, Annual General Meeting/ Dividend - Rs 16.25/- Per Share,2,01-Sep-15,-,03-Sep-15,09-Sep-15
LTF,L&T Finance Limited,EQ, Annual General Meeting/ Dividend - Re 0.80/- Per Share,10,01-Sep-15,-,03-Sep-15,08-Sep-15
LAMBODHARA,Lambodhara Textiles Limited,EQ, Annual General Meeting /Dividend - Rs 1.50/- Per Share,5,01-Sep-15,-,03-Sep-15,09-Sep-15
PHOENIXLTD,The Phoenix Mills Limited,EQ, Annual General Meeting/ Dividend -  Rs 2.20 Per Share,2,02-Sep-15,-,04-Sep-15,09-Sep-15
TTL,T T Limited,EQ,Annual General Meeting/Dividend - Re 1/- Per Share,1,02-Sep-15,-,04-Sep-15,09-Sep-15
CINELINE,Cineline India Limited,EQ, Annual General Meeting,5,02-Sep-15,-,04-Sep-15,10-Sep-15
LGBFORGE,LGB Forge Limited,EQ, Annual General Meeting,1,02-Sep-15,-,04-Sep-15,10-Sep-15
GUJALKALI,Gujarat Alkalies and Chemicals Limited,EQ, Annual General Meeting/ Dividend - Rs 4.50/- Per Share,10,02-Sep-15,-,04-Sep-15,18-Sep-15
LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ, Annual General Meeting/Dividend -  Rs 3.80 Per Share,10,02-Sep-15,-,04-Sep-15,10-Sep-15
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ, Annual General Meeting,10,02-Sep-15,-,04-Sep-15,11-Sep-15
MINDACORP,Minda Corporation Limited,EQ, Annual General Meeting / Dividend Re 0.20/- Per Share,2,02-Sep-15,-,04-Sep-15,10-Sep-15
AHLWEST,Asian Hotels (West) Limited,EQ, Annual General Meeting/ Dividend - Re 1/- Per Share/ E-Voting,10,02-Sep-15,-,04-Sep-15,10-Sep-15
HINDPETRO,Hindustan Petroleum Corporation Limited,EQ, Annual General Meeting/ Dividend - Rs 24.50/- Per Share,10,02-Sep-15,-,04-Sep-15,10-Sep-15
ABIRLANUVO,Aditya Birla Nuvo Limited,EQ, Dividend - Rs 7/- Per Share,10,02-Sep-15,-,04-Sep-15,15-Sep-15
DHAMPURSUG,Dhampur Sugar Mills Limited,EQ, Annual General Meeting,10,02-Sep-15,-,04-Sep-15,11-Sep-15
MAITHANALL,Maithan Alloys Limited,EQ, Annual General Meeting/ Dividend -  Rs 2/- Per Share,10,02-Sep-15,-,04-Sep-15,11-Sep-15
SAKSOFT,Saksoft Limited,EQ, Annual General Meeting/ Dividend - Rs 2.50/- Per Share,1,02-Sep-15,-,04-Sep-15,10-Sep-15
NTPC,NTPC Limited,EQ, Annual General Meeting/ Dividend -  Rs 1.75/- Per Share,10,03-Sep-15,-,07-Sep-15,18-Sep-15
KARMAENG,Karma Energy Limited,EQ,Annual General Meeting,10,03-Sep-15,-,07-Sep-15,07-Sep-15
OFSS,Oracle Financial Services Software Limited,EQ, Annual General Meeting/ Dividend - Rs 180/- Per Share,5,03-Sep-15,-,07-Sep-15,11-Sep-15
REPCOHOME,Repco Home Finance Limited,EQ, Dividend-Rs 1.50/- Per Share,10,03-Sep-15,-,05-Sep-15,12-Sep-15
RKFORGE,Ramkrishna Forgings Limited,EQ, Annual General Meeting/ Dividend -  Rs 2/- Per Share,2,03-Sep-15,-,05-Sep-15,12-Sep-15
EXCELINDUS,Excel Industries Limited,EQ, Dividend - Rs 4/- Per Share,5,03-Sep-15,-,05-Sep-15,10-Sep-15
JPPOWER,Jaiprakash Power Ventures Limited,EQ, Annual General Meeting,10,03-Sep-15,-,05-Sep-15,12-Sep-15
GEECEE,GeeCee Ventures Limited,EQ, Annual General Meeting/ Dividend -  Rs 1.50/- Per Share,10,03-Sep-15,-,07-Sep-15,15-Sep-15
SHIRPUR-G,Shirpur Gold Refinery Limited,EQ, Annual General Meeting,10,03-Sep-15,-,07-Sep-15,15-Sep-15
RELIGARE,Religare Enterprises Limited,EQ, Annual General Meeting,10,03-Sep-15,-,07-Sep-15,14-Sep-15
TARIL,Transformers And Rectifiers (India) Limited,EQ, Annual General Meeting,1,03-Sep-15,-,05-Sep-15,11-Sep-15
MANGTIMBER,Mangalam Timber Products Limited,EQ, Annual General Meeting,10,03-Sep-15,-,05-Sep-15,11-Sep-15
SWANCORP,SWAN CORP LIMITED,EQ, Annual General Meeting/ Dividend -  Re 0.15/- Per Share,1,03-Sep-15,-,05-Sep-15,11-Sep-15
GRASIM,Grasim Industries Limited,EQ, Annual General Meeting / Dividend Rs 18/- Per Share,2,03-Sep-15,-,05-Sep-15,19-Sep-15
BAYERCROP,Bayer Cropscience Limited,EQ, Annual General Meeting/ Dividend -  Rs 17/- Per Share,10,03-Sep-15,-,05-Sep-15,15-Sep-15
OUDHSUG,The Oudh Sugar Mills Limited,EQ, Annual General Meeting,10,03-Sep-15,-,07-Sep-15,14-Sep-15
UPERGANGES,Upper Ganges Sugar & Industries Limited,EQ, Annual General Meeting,10,03-Sep-15,-,05-Sep-15,12-Sep-15
VASWANI,Vaswani Industries Limited,EQ, Annual General Meeting,10,03-Sep-15,-,07-Sep-15,14-Sep-15
ELECTCAST,Electrosteel Castings Limited,EQ,Annual General Meeting/ Dividend - Re 0.65/- Per Share,1,03-Sep-15,-,05-Sep-15,11-Sep-15
ESCORTS,Escorts Kubota Limited,EQ, Annual General Meeting/ Dividend -  Rs 1.20/- Per Share,10,03-Sep-15,-,05-Sep-15,18-Sep-15
GAEL,Gujarat Ambuja Exports Limited,EQ,Annual General Meeting,1,03-Sep-15,-,05-Sep-15,12-Sep-15
SOTL,Savita Oil Technologies Limited,EQ, Annual General Meeting/ Dividend -  Rs 2.50/- Per Share,2,03-Sep-15,-,05-Sep-15,12-Sep-15
WOCKPHARMA,Wockhardt Limited,EQ, Annual General Meeting,5,03-Sep-15,-,05-Sep-15,12-Sep-15
AROGRANITE,Aro Granite Industries Limited,EQ, Annual General Meeting/Dividend - Re 1/- Per Share,10,03-Sep-15,-,05-Sep-15,11-Sep-15
BANSWRAS,Banswara Syntex Limited,EQ,Annual General Meeting/Dividend Re 1/- Per Share,5,03-Sep-15,-,05-Sep-15,12-Sep-15
SADBHAV,Sadbhav Engineering Limited,EQ, Annual General Meeting/ Dividend -  Re 0.70/- Per Share,1,03-Sep-15,-,07-Sep-15,12-Sep-15
DPSCLTD,DPSC Limited,EQ, Annual General Meeting/ Dividend -  Re 0.05/- Per Share,1,03-Sep-15,-,05-Sep-15,11-Sep-15
ESL,Electrosteel Steels Limited,EQ, Annual General Meeting,10,03-Sep-15,-,05-Sep-15,11-Sep-15
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,EQ, Annual General Meeting/ Dividend - Re 0.12/- Per Share,2,03-Sep-15,-,05-Sep-15,16-Sep-15
TALWALKARS,Talwalkars Better Value Fitness Limited,EQ,Annual General Meeting/ Dividend - Rs 1.50/- Per Share,10,03-Sep-15,-,05-Sep-15,10-Sep-15
BALMLAWRIE,Balmer Lawrie & Company Limited,EQ, Annual General Meeting/ Dividend -  Rs 18/- Per Share,10,03-Sep-15,-,05-Sep-15,22-Sep-15
DELPHIFX,DELPHI WORLD MONEY LIMITED,EQ,Annual General Meeting/Dividend - Rs 7.50/- Per Share,10,04-Sep-15,-,08-Sep-15,14-Sep-15
CREST,Crest Ventures Limited,EQ, Annual General Meeting/ Dividend -  Re 0.50/- Per Share,10,04-Sep-15,-,08-Sep-15,15-Sep-15
WEIZMANIND,Weizmann Limited,EQ, Annual General Meeting/Dividend - Re 0.50/- Per Share,10,04-Sep-15,-,08-Sep-15,14-Sep-15
IOC,Indian Oil Corporation Limited,EQ, Annual General Meeting/ Dividend -  Rs 6.60/- Per Share,10,04-Sep-15,-,08-Sep-15,15-Sep-15
BAJAJHIND,Bajaj Hindusthan Sugar Limited,EQ, Annual General Meeting,1,04-Sep-15,-,08-Sep-15,14-Sep-15
JTEKTINDIA,Jtekt India Limited,EQ, Annual General Meeting/ Dividend -  Re 0.65/- Per Share,1,04-Sep-15,-,08-Sep-15,14-Sep-15
JWL,Jupiter Wagons Limited,EQ, Annual General Meeting,10,04-Sep-15,-,08-Sep-15,11-Sep-15
SUPERSPIN,Super Spinning Mills Limited,EQ, Annual General Meeting,1,04-Sep-15,-,08-Sep-15,14-Sep-15
HIMATSEIDE,Himatsingka Seide Limited,EQ, Annual General Meeting/ Dividend -  Rs 2/- Per Share,5,04-Sep-15,-,08-Sep-15,15-Sep-15
MANAPPURAM,Manappuram Finance Limited,EQ, Interim Dividend - Re 0.45/- Per Share,2,04-Sep-15,07-Sep-15,-,-
ENIL,Entertainment Network (India) Limited,EQ, Annual General Meeting/ Dividend -  Re 1/- Per Share,10,04-Sep-15,-,08-Sep-15,14-Sep-15
AMJLAND,Amj Land Holdings Limited,EQ,Dividend - Re 0.30/- Per Share,2,04-Sep-15,-,08-Sep-15,19-Sep-15
SOMATEX,Soma Textiles & Industries Limited,EQ,Annual General Meeting,10,04-Sep-15,-,08-Sep-15,17-Sep-15
QUINTEGRA,Quintegra Solutions Limited,EQ, Annual General Meeting,10,04-Sep-15,-,08-Sep-15,18-Sep-15
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ, Annual General Meeting,10,04-Sep-15,-,08-Sep-15,21-Sep-15
CORALFINAC,Coral India Finance & Housing Limited,EQ, Annual General Meeting/Dividend - Re 1/- Per Share,2,04-Sep-15,-,08-Sep-15,14-Sep-15
RHIM,RHI MAGNESITA INDIA LIMITED,EQ, Annual General Meeting/ Dividend -  Re 1.40/- Per Share,1,04-Sep-15,-,08-Sep-15,15-Sep-15
POWERGRID,Power Grid Corporation of India Limited,EQ, Annual General Meeting/ Dividend -  Rs 1.31/- Per Share,10,07-Sep-15,-,09-Sep-15,15-Sep-15
WINSOME,Winsome Yarns Limited,EQ, Annual General Meeting,10,07-Sep-15,-,09-Sep-15,11-Sep-15
KHAITANELE,Khaitan Electricals Limited,EQ, Annual General Meeting,10,07-Sep-15,-,09-Sep-15,16-Sep-15
TINPLATE,The Tinplate Company of India Limited,EQ, Annual General Meeting/ Dividend - Rs 1.60/- Per Share,10,07-Sep-15,-,09-Sep-15,23-Sep-15
BEML,BEML Limited,EQ, Dividend - Re 1/- Per Share,10,07-Sep-15,-,09-Sep-15,15-Sep-15
RUPA,Rupa & Company Limited,EQ,Annual General Meeting/ Dividend - Rs 2.75/- Per Share,1,07-Sep-15,-,09-Sep-15,15-Sep-15
CIEINDIA,CIE Automotive India Limited,EQ, Annual General Meeting,10,07-Sep-15,-,09-Sep-15,15-Sep-15
JINDALSTEL,JINDAL STEEL LIMITED,EQ, Annual General Meeting,1,07-Sep-15,-,09-Sep-15,11-Sep-15
PATINTLOG,Patel Integrated Logistics Limited,EQ, Annual General Meeting/ Dividend - Re 0.50/- Per Share,10,07-Sep-15,-,09-Sep-15,15-Sep-15
ONGC,Oil & Natural Gas Corporation Limited,EQ, Annual General Meeting/ Dividend -  Re 0.50/- Per Share,5,07-Sep-15,-,09-Sep-15,15-Sep-15
BLBLIMITED,BLB Limited,EQ, Annual General Meeting,1,07-Sep-15,-,09-Sep-15,16-Sep-15
OMAXAUTO,Omax Autos Limited,EQ, Annual General Meeting,10,07-Sep-15,-,09-Sep-15,14-Sep-15
ALPSINDUS,Alps Industries Limited,EQ,Annual General Meeting,10,07-Sep-15,-,09-Sep-15,10-Sep-15
SANGHVIMOV,Sanghvi Movers Limited,EQ, Annual General Meeting/ Dividend -  Re 0.50/- Per Share,1,07-Sep-15,-,09-Sep-15,23-Sep-15
HINDALCO,Hindalco Industries Limited,EQ,Dividend - Re 1 Per Share,1,07-Sep-15,-,09-Sep-15,16-Sep-15
JKIL,J.Kumar Infraprojects Limited,EQ, Annual General Meeting/ Dividend - Rs 4/- Per Share,5,07-Sep-15,-,09-Sep-15,15-Sep-15
IITL,Industrial Investment Trust Limited,EQ, Annual General Meeting/ Dividend -  Re 1/- Per Share,10,07-Sep-15,-,09-Sep-15,16-Sep-15
UFO,UFO Moviez India Limited,EQ, Annual General Meeting,10,07-Sep-15,-,09-Sep-15,15-Sep-15
DBSTOCKBRO,DB (International) Stock Brokers Limited,EQ, Annual General Meeting,2,08-Sep-15,-,10-Sep-15,14-Sep-15
BLISSGVS,Bliss GVS Pharma Limited,EQ,Annual General Meeting/ Dividend - Re 0.50/- Per Share (Book Closure Dates Revised),1,08-Sep-15,-,10-Sep-15,16-Sep-15
PANAMAPET,Panama Petrochem Limited,EQ, Annual General Meeting/ Dividend -  Rs 2/- Per Share,2,08-Sep-15,-,10-Sep-15,14-Sep-15
NLCINDIA,NLC India Limited,EQ, Annual General Meeting/ Dividend Re 1/- Per Share,10,08-Sep-15,-,10-Sep-15,16-Sep-15
PIIND,PI Industries Limited,EQ, Annual General Meeting/ Dividend -  Rs 1.30/- Per Share,1,08-Sep-15,-,10-Sep-15,15-Sep-15
KEI,KEI Industries Limited,EQ, Annual General Meeting/ Dividend -  Re 0.40/- Per Share,2,08-Sep-15,-,10-Sep-15,16-Sep-15
RPPINFRA,R.P.P. Infra Projects Limited,EQ,Annual General Meeting/Dividend - Re 0.50/- Per Share,10,08-Sep-15,-,10-Sep-15,14-Sep-15
TANLA,Tanla Platforms Limited,EQ, Annual General Meeting,1,08-Sep-15,-,10-Sep-15,16-Sep-15
SUPREMEIND,Supreme Industries Limited,EQ, Annual General Meeting/Dividend Rs 7/- Per Share,2,08-Sep-15,-,10-Sep-15,16-Sep-15
SURANACORP,Surana Corporation Limited,EQ, Annual General Meeting,10,08-Sep-15,-,10-Sep-15,22-Sep-15
SUPERHOUSE,Superhouse Limited,EQ, Annual General Meeting/Dividend -  Rs 1.50/- Per Share,10,08-Sep-15,-,10-Sep-15,23-Sep-15
KOLTEPATIL,Kolte - Patil Developers Limited,EQ, Annual General Meeting/Dividend Rs 2/- Per Share,10,08-Sep-15,-,10-Sep-15,16-Sep-15
ORCHIDPHAR,Orchid Pharma Limited,EQ, Annual General Meeting,10,09-Sep-15,-,11-Sep-15,15-Sep-15
ORICONENT,Oricon Enterprises Limited,EQ, Annual General Meeting/ Dividend -  Re 0.44/- Per Share,2,09-Sep-15,-,11-Sep-15,19-Sep-15
IGL,Indraprastha Gas Limited,EQ, Dividend-Rs 6 Per Share,2,09-Sep-15,-,11-Sep-15,22-Sep-15
PNC,Pritish Nandy Communications Limited,EQ, Annual General Meeting,10,09-Sep-15,-,11-Sep-15,21-Sep-15
SALORAINTL,Salora International Limited,EQ, Annual General Meeting,10,09-Sep-15,-,11-Sep-15,18-Sep-15
INGERRAND,Ingersoll Rand (India) Limited,EQ, Annual General Meeting/ Dividend - Rs 3/- Per Share,10,09-Sep-15,-,11-Sep-15,14-Sep-15
RECLTD,REC Limited,EQ, Annual General Meeting/ Dividend -  Rs 2.70/- Per Share,10,09-Sep-15,-,11-Sep-15,16-Sep-15
DWARKESH,Dwarikesh Sugar Industries Limited,EQ,Annual General Meeting,1,09-Sep-15,-,11-Sep-15,19-Sep-15
DHFL,Dewan Housing Finance Corporation Limited,EQ, Bonus 1:1,10,09-Sep-15,10-Sep-15,-,-
TATASTLBSL,Tata Steel Bsl Limited,EQ, Annual General Meeting,2,10-Sep-15,-,14-Sep-15,19-Sep-15
GLENMARK,Glenmark Pharmaceuticals Limited,EQ, Annual General Meeting/ Dividend -  Rs 2/- Per Share,1,10-Sep-15,-,14-Sep-15,22-Sep-15
EXCELCROP,Excel Crop Care Limited,EQ, Annual General Meeting/ Dividend -  Rs 12.50/- Per Share,5,10-Sep-15,-,12-Sep-15,23-Sep-15
HANUNG,Hanung Toys and Textiles Limited,EQ, Annual General Meeting,10,10-Sep-15,-,14-Sep-15,18-Sep-15
NITINFIRE,Nitin Fire Protection Industries Limited,EQ, Annual General Meeting/ Dividend -  Re 0.20/- Per Share,2,10-Sep-15,-,14-Sep-15,21-Sep-15
PCJEWELLER,PC Jeweller Limited,EQ, Annual General Meeting/ Dividend -  Rs 3.20/- Per Share,1,10-Sep-15,-,12-Sep-15,19-Sep-15
TARMAT,Tarmat Limited,EQ, Annual General Meeting,10,10-Sep-15,-,12-Sep-15,18-Sep-15
MOREPENLAB,Morepen Laboratories Limited,EQ, Annual General Meeting,2,10-Sep-15,-,12-Sep-15,18-Sep-15
DISHMAN,Dishman Pharmaceuticals and Chemicals Limited,EQ, Annual General Meeting/Dividend -  Rs 2/- Per Share,2,10-Sep-15,-,12-Sep-15,29-Sep-15
GANGOTRI,Gangotri Textiles Limited,EQ,Annual General Meeting,5,10-Sep-15,-,14-Sep-15,23-Sep-15
SAITELE,Sai Television Limited,EQ, Annual General Meeting,10,10-Sep-15,-,14-Sep-15,16-Sep-15
SASKEN,Sasken Technologies Limited,EQ, Annual General Meeting/ Dividend - Rs 4.50/- Per Share,10,10-Sep-15,-,12-Sep-15,12-Sep-15
TNPETRO,Tamilnadu PetroProducts Limited,EQ, Annual General Meeting,10,10-Sep-15,-,14-Sep-15,22-Sep-15
AMRUTANJAN,Amrutanjan Health Care Limited,EQ, Annual General Meeting/ Dividend -  Rs 2.40/- Per Share,1,10-Sep-15,-,12-Sep-15,18-Sep-15
ASIANTILES,Asian Granito India Limited,EQ, Annual General Meeting,10,10-Sep-15,-,14-Sep-15,24-Sep-15
AIAENG,AIA Engineering Limited,EQ, Annual General Meeting/ Dividend -  Rs 8/- Per Share,2,10-Sep-15,-,12-Sep-15,24-Sep-15
FCSSOFT,FCS Software Solutions Limited,EQ, Annual General Meeting,1,10-Sep-15,-,14-Sep-15,19-Sep-15
JISLDVREQS,Jain Irrigation Systems Limited,EQ, Annual General Meeting/ Dividend -  Re 0.50/- Per Share,2,10-Sep-15,-,14-Sep-15,30-Sep-15
JISLJALEQS,Jain Irrigation Systems Limited,EQ, Annual General Meeting/Dividend-Re 0.50/- Per Share,2,10-Sep-15,-,14-Sep-15,30-Sep-15
NITCO,Nitco Limited,EQ, Annual General Meeting,10,10-Sep-15,-,14-Sep-15,21-Sep-15
JBMA,JBM Auto Limited,EQ, Annual General Meeting/ Dividend -  Rs 2.50 Per Share,1,10-Sep-15,-,14-Sep-15,22-Sep-15
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,EQ, Annual General Meeting,5,10-Sep-15,-,12-Sep-15,18-Sep-15
HINDCOMPOS,Hindustan Composites Limited,EQ, Annual General Meeting/Dividend Re 1/- Per Share,5,10-Sep-15,-,12-Sep-15,18-Sep-15
JUSTDIAL,Just Dial Limited,EQ, Annual General Meeting / Dividend - Rs.2/- Per Share,10,10-Sep-15,-,14-Sep-15,18-Sep-15
KHANDSE,Khandwala Securities Limited,EQ, Annual General Meeting,10,10-Sep-15,-,12-Sep-15,19-Sep-15
GSCLCEMENT,Gujarat Sidhee Cement Limited,EQ, Annual General Meeting,10,10-Sep-15,-,14-Sep-15,22-Sep-15
INSECTICID,Insecticides (India) Limited,EQ, Annual General Meeting/ Dividend -  Rs 2.50/- Per Share,10,10-Sep-15,-,14-Sep-15,22-Sep-15
MALUPAPER,Malu Paper Mills Limited,EQ, Annual General Meeting,10,10-Sep-15,-,14-Sep-15,22-Sep-15
GOKEX,Gokaldas Exports Limited,EQ, Annual General Meeting,5,10-Sep-15,-,14-Sep-15,18-Sep-15
ALKALI,Alkali Metals Limited,EQ, Annual General Meeting,10,10-Sep-15,-,14-Sep-15,19-Sep-15
TVSSRICHAK,TVS Srichakra Limited,EQ, Annual General Meeting/Dividend -  Rs 33.80/- Per Share,10,10-Sep-15,-,12-Sep-15,23-Sep-15
HESTERBIO,Hester Biosciences Limited,EQ, Annual General Meeting/ Dividend - Rs 3.10/- Per Share,10,10-Sep-15,-,12-Sep-15,15-Sep-15
SOFTTECHGR,Software Technology Group International Limited,EQ, Annual General Meeting,10,10-Sep-15,-,14-Sep-15,15-Sep-15
SICAGEN,Sicagen India Limited,EQ, Dividend - Re 0.60/- Per Share,10,10-Sep-15,-,14-Sep-15,23-Sep-15
LML,LML Limited,EQ,Annual General Meeting,10,10-Sep-15,-,14-Sep-15,24-Sep-15
MANPASAND,Manpasand Beverages Limited,EQ, Dividend - Re 1/- Per Share,10,10-Sep-15,-,14-Sep-15,17-Sep-15
OCL,OCL India Limited,EQ,Annual General Meeting /Dividend - Rs 4/- Per Share (Book Closure Start Date Revised),2,10-Sep-15,-,12-Sep-15,18-Sep-15
PNBGILTS,PNB Gilts Limited,EQ, Annual General Meeting /Dividend - Rs 1.50/- Per Share,10,10-Sep-15,-,12-Sep-15,19-Sep-15
NHPC,NHPC Limited,EQ, Annual General Meeting/ Dividend -  Re 0.40/- Per Share,10,10-Sep-15,-,12-Sep-15,23-Sep-15
PREMIER,Premier Limited,EQ, Annual General Meeting,10,10-Sep-15,-,14-Sep-15,23-Sep-15
NAHARCAP,Nahar Capital and Financial Services Limited,EQ, Annual General Meeting/ Dividend -  Rs 1.50 Per Share,5,10-Sep-15,-,12-Sep-15,22-Sep-15
NAHARPOLY,Nahar Poly Films Limited,EQ, Annual General Meeting,5,10-Sep-15,-,12-Sep-15,22-Sep-15
NAHARSPING,Nahar Spinning Mills Limited,EQ, Dividend - Re 1/- Per Share,5,10-Sep-15,-,12-Sep-15,22-Sep-15
JINDALSAW,Jindal Saw Limited,EQ, Annual General Meeting/ Dividend -  Re 1/- Per Share,1,10-Sep-15,-,12-Sep-15,18-Sep-15
MANALIPETC,Manali Petrochemicals Limited,EQ, Annual General Meeting/ Dividend - Re 0.50/- Per Share,5,10-Sep-15,-,14-Sep-15,23-Sep-15
GANECOS,Ganesha Ecosphere Limited,EQ, Annual General Meeting/ Dividend -  Rs 1.20/- Per Share,10,10-Sep-15,-,13-Sep-15,19-Sep-15
TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,Annual General Meeting And Dividend Rs.6/- Per Share (Purpose Revised),10,10-Sep-15,-,12-Sep-15,18-Sep-15
UNITY,Unity Infraprojects Limited,EQ, Annual General Meetig,2,10-Sep-15,-,14-Sep-15,19-Sep-15
ASHIMASYN,Ashima Limited,EQ, Annual General Meeting,10,10-Sep-15,-,12-Sep-15,18-Sep-15
KMSUGAR,K.M.Sugar Mills Limited,EQ, Annual General Meeting,2,10-Sep-15,-,14-Sep-15,19-Sep-15
TFCILTD,Tourism Finance Corporation of India Limited,EQ, Annual General Meeting/ Dividend -  Re 0.80/- Per Share,2,10-Sep-15,-,12-Sep-15,21-Sep-15
TGBHOTELS,TGB Banquets And Hotels Limited,EQ, Annual General Meeting,10,10-Sep-15,-,12-Sep-15,23-Sep-15
COALINDIA,Coal India Limited,EQ, Annual General Meeting,10,10-Sep-15,-,14-Sep-15,23-Sep-15
LTFOODS,LT Foods Limited,EQ, Annual General Meeting/ Dividend -  Rs 2/- Per Share,1,10-Sep-15,-,14-Sep-15,18-Sep-15
SHARDACROP,Sharda Cropchem Limited,EQ, Annual General Meeting/ Dividend -  Rs 2.50/- Per Share,10,10-Sep-15,-,12-Sep-15,12-Sep-15
SUPRAJIT,Suprajit Engineering Limited,EQ, Annual General Meeting/ Dividend -  Re 0.50/- Per Share,1,10-Sep-15,-,12-Sep-15,19-Sep-15
NBCC,NBCC (India) Limited,EQ, Annual General Meeting/ Dividend -  Rs 5.50 Per Share,1,10-Sep-15,-,14-Sep-15,16-Sep-15
ASIANHOTNR,Asian Hotels (North) Limited,EQ, Annual General Meeting,10,11-Sep-15,-,15-Sep-15,21-Sep-15
PREMIERPOL,Premier Polyfilm Limited,EQ, Annual General Meeting,1,11-Sep-15,-,15-Sep-15,21-Sep-15
BSL,BSL Limited,EQ, Annual General Meeting/ Dividend -  Rs 1.20 Per Share,10,11-Sep-15,-,15-Sep-15,21-Sep-15
MSPL,MSP Steel & Power Limited,EQ, Annual General Meeting,10,11-Sep-15,-,15-Sep-15,21-Sep-15
PGIL,Pearl Global Industries Limited,EQ, Annual General Meeting/ Dividend - Rs 2.25/- Per Share,5,11-Sep-15,-,15-Sep-15,22-Sep-15
SHEMAROO,Shemaroo Entertainment Limited,EQ, Annual General Meeting/ Dividend -  Rs 1.20/- Per Share,10,11-Sep-15,-,15-Sep-15,21-Sep-15
BIL,Bhartiya International Limited,EQ, Annual General Meeting/ Dividend Re 1/- Per Share,10,11-Sep-15,-,15-Sep-15,21-Sep-15
THEMISMED,Themis Medicare Limited,EQ, Annual General Meeting,1,11-Sep-15,-,15-Sep-15,21-Sep-15
ARSSINFRA,ARSS Infrastructure Projects Limited,EQ, Annual General Meeting,10,11-Sep-15,-,15-Sep-15,18-Sep-15
